./collection/100/0_1/2/graph_0.gfd	#mygraph	100	1000
./collection/100/0_1/2/graph_1.gfd	#mygraph	100	1000
./collection/100/0_1/4/graph_0.gfd	#mygraph	100	1000
./collection/100/0_1/4/graph_1.gfd	#mygraph	100	1000
./collection/100/0_1/8/graph_0.gfd	#mygraph	100	1000
./collection/100/0_1/8/graph_1.gfd	#mygraph	100	1000
./collection/100/0_1/16/graph_0.gfd	#mygraph	100	1000
./collection/100/0_1/16/graph_1.gfd	#mygraph	100	1000
./collection/100/0_1/25/graph_0.gfd	#mygraph	100	1000
./collection/100/0_1/25/graph_1.gfd	#mygraph	100	1000
./collection/100/0_2/2/graph_0.gfd	#mygraph	100	2000
./collection/100/0_2/2/graph_1.gfd	#mygraph	100	2000
./collection/100/0_2/4/graph_0.gfd	#mygraph	100	2000
./collection/100/0_2/4/graph_1.gfd	#mygraph	100	2000
./collection/100/0_2/8/graph_0.gfd	#mygraph	100	2000
./collection/100/0_2/8/graph_1.gfd	#mygraph	100	2000
./collection/100/0_2/16/graph_0.gfd	#mygraph	100	2000
./collection/100/0_2/16/graph_1.gfd	#mygraph	100	2000
./collection/100/0_2/25/graph_0.gfd	#mygraph	100	2000
./collection/100/0_2/25/graph_1.gfd	#mygraph	100	2000
./collection/200/0_1/2/graph_0.gfd	#mygraph	200	4000
./collection/200/0_1/2/graph_1.gfd	#mygraph	200	4000
./collection/200/0_1/4/graph_0.gfd	#mygraph	200	4000
./collection/200/0_1/4/graph_1.gfd	#mygraph	200	4000
./collection/200/0_1/8/graph_0.gfd	#mygraph	200	4000
./collection/200/0_1/8/graph_1.gfd	#mygraph	200	4000
./collection/200/0_1/16/graph_0.gfd	#mygraph	200	4000
./collection/200/0_1/16/graph_1.gfd	#mygraph	200	4000
./collection/200/0_1/25/graph_0.gfd	#mygraph	200	4000
./collection/200/0_1/25/graph_1.gfd	#mygraph	200	4000
./collection/200/0_2/2/graph_0.gfd	#mygraph	200	8000
./collection/200/0_2/2/graph_1.gfd	#mygraph	200	8000
./collection/200/0_2/4/graph_0.gfd	#mygraph	200	8000
./collection/200/0_2/4/graph_1.gfd	#mygraph	200	8000
./collection/200/0_2/8/graph_0.gfd	#mygraph	200	8000
